time,cpu utilisation (%)
06/04/2019 0:21,77.2
06/04/2019 0:22,71.6
06/04/2019 0:23,64.8
06/04/2019 0:24,70
06/04/2019 0:25,64
06/04/2019 0:26,63.6
06/04/2019 0:27,58.4
06/04/2019 0:28,56
06/04/2019 0:29,54
06/04/2019 0:30,51.2
06/04/2019 0:31,49.2
06/04/2019 0:32,49.6
06/04/2019 0:33,51.6
06/04/2019 0:34,50
06/04/2019 0:35,51.2
06/04/2019 0:36,52.4
06/04/2019 0:37,50.8
06/04/2019 0:38,56.4
06/04/2019 0:39,56.4
06/04/2019 0:40,66.8
06/04/2019 0:41,59.2
06/04/2019 0:42,54
06/04/2019 0:43,50.8
06/04/2019 0:44,49.6
06/04/2019 0:45,48
06/04/2019 0:46,49.2
06/04/2019 0:47,48.8
06/04/2019 0:48,46
06/04/2019 0:49,45.6
06/04/2019 0:50,48.4
06/04/2019 0:51,46.4
06/04/2019 0:52,44.4
06/04/2019 0:53,43.6
06/04/2019 0:54,42.8
06/04/2019 0:55,41.6
06/04/2019 0:56,40.8
06/04/2019 0:57,43.2
06/04/2019 0:58,41.6
06/04/2019 0:59,39.6
06/04/2019 1:00,38
06/04/2019 1:01,36.8
06/04/2019 1:02,35.2
06/04/2019 1:03,34
06/04/2019 1:04,33.6
06/04/2019 1:05,33.6
06/04/2019 1:06,38
06/04/2019 1:07,35.2
06/04/2019 1:08,34
06/04/2019 1:09,37.6
06/04/2019 1:10,34.8
06/04/2019 1:11,32.4
06/04/2019 1:12,31.2
06/04/2019 1:13,30
06/04/2019 1:14,29.2
06/04/2019 1:15,28
06/04/2019 1:16,30
06/04/2019 1:17,28.4
06/04/2019 1:18,27.6
06/04/2019 1:19,27.2
06/04/2019 1:20,27.6
06/04/2019 1:21,27.2
06/04/2019 1:22,27.2
06/04/2019 1:23,27.2
06/04/2019 1:24,27.6
06/04/2019 1:25,30
06/04/2019 1:26,30.8
06/04/2019 1:27,28.8
06/04/2019 1:28,28
06/04/2019 1:29,28
06/04/2019 1:30,28
06/04/2019 1:31,31.6
06/04/2019 1:32,30.8
06/04/2019 1:33,30.8
06/04/2019 1:34,30.8
06/04/2019 1:35,31.6
06/04/2019 1:36,32.8
06/04/2019 1:37,33.6
06/04/2019 1:38,34.8
06/04/2019 1:39,39.6
06/04/2019 1:40,40.8
06/04/2019 1:41,40.8
06/04/2019 1:42,41.6
06/04/2019 1:43,42.4
06/04/2019 1:44,44
06/04/2019 1:45,59.2
06/04/2019 1:46,60.4
06/04/2019 1:47,61.2
06/04/2019 1:48,61.2
06/04/2019 1:49,61.2
06/04/2019 1:50,71.6
06/04/2019 1:51,66.4
06/04/2019 1:52,74.4
06/04/2019 1:53,81.6
06/04/2019 1:54,74.8
06/04/2019 1:55,73.6
06/04/2019 1:56,98
06/04/2019 1:57,99.2
06/04/2019 1:58,88
06/04/2019 1:59,76.8
06/04/2019 2:00,85.2
06/04/2019 2:01,74.8
06/04/2019 2:02,85.2
06/04/2019 2:03,89.2
06/04/2019 2:04,81.2
06/04/2019 2:05,85.6
06/04/2019 2:06,76.8
06/04/2019 2:07,86
06/04/2019 2:08,78
06/04/2019 2:09,70
06/04/2019 2:10,77.2
06/04/2019 2:11,85.2
06/04/2019 2:12,86.8
06/04/2019 2:13,89.6
06/04/2019 2:14,96
06/04/2019 2:15,84.4
06/04/2019 2:16,87.2
06/04/2019 2:17,78.8
06/04/2019 2:18,84
06/04/2019 2:19,101.2
06/04/2019 2:20,102
06/04/2019 2:21,98
06/04/2019 2:22,88
06/04/2019 2:23,90.4
06/04/2019 2:24,77.2
06/04/2019 2:25,70.8
06/04/2019 2:26,82.8
06/04/2019 2:27,75.2
06/04/2019 2:28,93.6
06/04/2019 2:29,97.6
06/04/2019 2:30,87.6
06/04/2019 2:31,81.6
06/04/2019 2:32,79.2
06/04/2019 2:33,82.8
06/04/2019 2:34,99.2
06/04/2019 2:35,98
06/04/2019 2:36,96
06/04/2019 2:37,96.4
06/04/2019 2:38,86.4
06/04/2019 2:39,77.2
06/04/2019 2:40,85.6
06/04/2019 2:41,78.4
06/04/2019 2:42,87.6
06/04/2019 2:43,78.8
06/04/2019 2:44,86
06/04/2019 2:45,77.6
06/04/2019 2:46,72.4
06/04/2019 2:47,66.8
06/04/2019 2:48,64.4
06/04/2019 2:49,63.2
06/04/2019 2:50,76.8
06/04/2019 2:51,82.4
06/04/2019 2:52,74.8
06/04/2019 2:53,72.4
06/04/2019 2:54,66.8
06/04/2019 2:55,62.4
06/04/2019 2:56,62.4
06/04/2019 2:57,62.8
06/04/2019 2:58,62.8
06/04/2019 2:59,62.4
06/04/2019 3:00,61.2
06/04/2019 3:01,62.4
06/04/2019 3:02,59.2
06/04/2019 3:03,59.2
06/04/2019 3:04,59.6
06/04/2019 3:05,58.4
06/04/2019 3:06,54.8
06/04/2019 3:07,52.8
06/04/2019 3:08,51.2
06/04/2019 3:09,48.8
06/04/2019 3:10,50.4
06/04/2019 3:11,48
06/04/2019 3:12,46.8
06/04/2019 3:13,49.2
06/04/2019 3:14,47.2
06/04/2019 3:15,45.6
06/04/2019 3:16,44
06/04/2019 3:17,42
06/04/2019 3:18,43.2
06/04/2019 3:19,41.2
06/04/2019 3:20,43.2
06/04/2019 3:21,40.4
06/04/2019 3:22,38
06/04/2019 3:23,36.4
06/04/2019 3:24,34.4
06/04/2019 3:25,40
06/04/2019 3:26,40
06/04/2019 3:27,37.2
06/04/2019 3:28,35.2
06/04/2019 3:29,33.6
06/04/2019 3:30,32
06/04/2019 3:31,35.2
06/04/2019 3:32,32.8
06/04/2019 3:33,31.2
06/04/2019 3:34,33.2
06/04/2019 3:35,31.2
06/04/2019 3:36,29.6
06/04/2019 3:37,29.2
06/04/2019 3:38,28.4
06/04/2019 3:39,27.6
06/04/2019 3:40,27.6
06/04/2019 3:41,27.2
06/04/2019 3:42,29.6
06/04/2019 3:43,28.8
06/04/2019 3:44,27.6
06/04/2019 3:45,29.2
06/04/2019 3:46,28.4
06/04/2019 3:47,28.4
06/04/2019 3:48,28
06/04/2019 3:49,27.6
06/04/2019 3:50,27.6
06/04/2019 3:51,27.6
06/04/2019 3:52,28
06/04/2019 3:53,31.2
06/04/2019 3:54,31.2
06/04/2019 3:55,30.4
06/04/2019 3:56,31.6
06/04/2019 3:57,36
06/04/2019 3:58,35.6
06/04/2019 3:59,37.2
06/04/2019 4:00,37.6
06/04/2019 4:01,40.8
06/04/2019 4:02,40.8
06/04/2019 4:03,41.2
06/04/2019 4:04,42.4
06/04/2019 4:05,43.2
06/04/2019 4:06,44.4
06/04/2019 4:07,46
06/04/2019 4:08,48
06/04/2019 4:09,51.2
06/04/2019 4:10,50.4
06/04/2019 4:11,52
06/04/2019 4:12,55.2
06/04/2019 4:13,55.6
06/04/2019 4:14,56.8
06/04/2019 4:15,56.4
06/04/2019 4:16,55.6
06/04/2019 4:17,58
06/04/2019 4:18,58
06/04/2019 4:19,66
06/04/2019 4:20,63.6
06/04/2019 4:21,60.4
06/04/2019 4:22,58.8
06/04/2019 4:23,69.2
06/04/2019 4:24,64.4
06/04/2019 4:25,61.6
06/04/2019 4:26,59.6
06/04/2019 4:27,60
06/04/2019 4:28,56.8
06/04/2019 4:29,58.4
06/04/2019 4:30,58.4
06/04/2019 4:31,59.6
06/04/2019 4:32,70
06/04/2019 4:33,75.6
06/04/2019 4:34,72.8
06/04/2019 4:35,82.4
06/04/2019 4:36,77.2
06/04/2019 4:37,85.6
06/04/2019 4:38,76.8
06/04/2019 4:39,81.2
06/04/2019 4:40,83.2
06/04/2019 4:41,86
06/04/2019 4:42,80.4
06/04/2019 4:43,73.2
06/04/2019 4:44,70.8
06/04/2019 4:45,67.2
06/04/2019 4:46,68.8
06/04/2019 4:47,68
06/04/2019 4:48,92.4
06/04/2019 4:49,81.2
06/04/2019 4:50,74.8
06/04/2019 4:51,69.6
06/04/2019 4:52,64.8
06/04/2019 4:53,61.6
06/04/2019 4:54,58.4
06/04/2019 4:55,58.4
06/04/2019 4:56,61.2
06/04/2019 4:57,70.8
06/04/2019 4:58,80.4
06/04/2019 4:59,73.6
06/04/2019 5:00,70.4
06/04/2019 5:01,64.8
06/04/2019 5:02,62
06/04/2019 5:03,60.4
06/04/2019 5:04,62.8
06/04/2019 5:05,61.2
06/04/2019 5:06,61.2
06/04/2019 5:07,62
06/04/2019 5:08,62
06/04/2019 5:09,60.8
06/04/2019 5:10,59.2
06/04/2019 5:11,59.6
06/04/2019 5:12,58.8
06/04/2019 5:13,56.8
06/04/2019 5:14,54
06/04/2019 5:15,52.4
06/04/2019 5:16,54.4
06/04/2019 5:17,53.2
06/04/2019 5:18,62.4
06/04/2019 5:19,62.4
06/04/2019 5:20,58.8
06/04/2019 5:21,67.2
06/04/2019 5:22,66
06/04/2019 5:23,75.2
06/04/2019 5:24,93.2
06/04/2019 5:25,86.4
06/04/2019 5:26,76.4
06/04/2019 5:27,68.4
06/04/2019 5:28,63.6
06/04/2019 5:29,59.2
06/04/2019 5:30,62.8
06/04/2019 5:31,63.6
06/04/2019 5:32,60.4
06/04/2019 5:33,61.2
06/04/2019 5:34,58.8
06/04/2019 5:35,58
06/04/2019 5:36,60.8
06/04/2019 5:37,58
06/04/2019 5:38,71.2
06/04/2019 5:39,70.8
06/04/2019 5:40,66.8
06/04/2019 5:41,66.8
06/04/2019 5:42,68.4
06/04/2019 5:43,63.2
06/04/2019 5:44,74.4
06/04/2019 5:45,66.4
06/04/2019 5:46,64.4
06/04/2019 5:47,60.8
06/04/2019 5:48,57.2
06/04/2019 5:49,53.6
06/04/2019 5:50,52
06/04/2019 5:51,64.8
06/04/2019 5:52,61.2
06/04/2019 5:53,1.6
06/04/2019 5:54,2.8
06/04/2019 5:55,1.2
06/04/2019 5:56,2.8
06/04/2019 5:57,1.2
06/04/2019 5:58,1.6
06/04/2019 5:59,2.4
06/04/2019 6:00,2
06/04/2019 6:01,2.8
06/04/2019 6:02,3.6
06/04/2019 6:03,1.6
06/04/2019 6:04,2.8
06/04/2019 6:05,1.2
06/04/2019 6:06,2
06/04/2019 6:07,2
06/04/2019 6:08,2
06/04/2019 6:09,1.2
06/04/2019 6:10,2.8
06/04/2019 6:11,2.4
06/04/2019 6:12,44
06/04/2019 6:13,85.2
06/04/2019 6:14,113.2
06/04/2019 6:15,97.6
06/04/2019 6:16,86
06/04/2019 6:17,82
06/04/2019 6:18,76.8
06/04/2019 6:19,86.8
06/04/2019 6:20,80.8
06/04/2019 6:21,64
06/04/2019 6:22,51.6
06/04/2019 6:23,52.4
06/04/2019 6:24,56.4
06/04/2019 6:25,88.8
06/04/2019 6:26,79.2
06/04/2019 6:27,74
06/04/2019 6:28,80
06/04/2019 6:29,84.8
06/04/2019 6:30,89.2
06/04/2019 6:31,100
06/04/2019 6:32,100
06/04/2019 6:33,95.6
06/04/2019 6:34,99.6
06/04/2019 6:35,87.2
06/04/2019 6:36,100
06/04/2019 6:37,102
06/04/2019 6:38,89.2
06/04/2019 6:39,84.4
06/04/2019 6:40,86.8
06/04/2019 6:41,86
06/04/2019 6:42,2.8
06/04/2019 6:43,1.2
06/04/2019 6:44,1.6
06/04/2019 6:45,2.4
06/04/2019 6:46,2
06/04/2019 6:47,2.8
06/04/2019 6:48,3.6
06/04/2019 6:49,1.6
06/04/2019 6:50,2.8
06/04/2019 6:51,1.2
06/04/2019 6:52,2
06/04/2019 6:53,2
06/04/2019 6:54,2
06/04/2019 6:55,1.2
06/04/2019 6:56,2.8
06/04/2019 6:57,2.4
06/04/2019 6:58,2.8
06/04/2019 6:59,1.2
06/04/2019 7:00,1.6
06/04/2019 7:01,2.8
06/04/2019 7:02,1.2
06/04/2019 7:03,2
06/04/2019 7:04,2
06/04/2019 7:05,2
06/04/2019 7:06,1.2
06/04/2019 7:07,2.8
06/04/2019 7:08,2.4
06/04/2019 7:09,2
06/04/2019 7:10,2
06/04/2019 7:11,1.2
06/04/2019 7:12,2.8
06/04/2019 7:13,2.4
06/04/2019 7:14,2.8
06/04/2019 7:15,1.2
06/04/2019 7:16,1.6
06/04/2019 7:17,2.4
06/04/2019 7:18,2
06/04/2019 7:19,2.8
06/04/2019 7:20,3.6
06/04/2019 7:21,1.6
